AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2012744,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Ms Kylie Jane KWONG,Kylie Jane,KWONG,,NSW,,Australia Day 2023 Honours List,G,,"For significant service to the hospitality industry, and to the community.","CommunityAmbassador, Food, Culture and Community, South Eveleigh precinct, since 2019.Ambassador, Wayside Chapel, since 2014.Supporter, Addison Road Community Organisation, since 2021.Ambassador, A Taste of Harmony, Scanlon Foundation, 2022.New South Wals Ambassador, Stephanie Alexander Kitchen Garden Foundation, 2009 -2020.HospitalityChef and Restaurateur, Lucky Kwong, since 2021Chef and Restaurateur, Billy Kwong, 2000-2019. Publications include:Simple Chinese Cooking, Penguin Books Australia, 2006.Simple Chinese Cooking Class, Penguin Books Australia, 2012.It Tastes Better, Penguin Books Australia, 2010.Lantern Cookery Classics, Penguin Books Australia, 2012.Kylie Kwong: My China, Penguin Books Australia, 2008.Heart and Soul, Penguin Books Australia, 2003.Kylie Kwong: Recipes and Stories, Penguin Books Australia, 2003.TelevisionGuest Chef, Masterchef Australia, 2012.Guest Mentor, Masterchef Australia, 2014.Kylie Kwong: Cooking with Heart and Soul, 2003.Kylie Kwong: Simply Magic, 2006.Kylie Kwong: My China, 2009. Awards and Recognition include:Inaugural Sustainability Award, Sydney Morning Herald Good Food Guide, 2009."
2012746,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Ms Helen Germein EDWARDS,Helen Germein,EDWARDS,Woodside,SA,5244,Australia Day 2023 Honours List,G,,For significant service to the tourism industry in South Australia.,"South Australian Tourism CommissionDirector, 2020-2022Chair, South Australian Regional Visitor Strategy, since 2016. Adelaide Hills Tourism BoardChair, 2011-2021.Chair, Wellness Project Sub Committee, 2021-2022.Adelaide Hills Wine Region AssociationPresident, 2006-2009.Former Executive Committee Member. Committee and Advisory rolesDirector, Equals International, since 2019.Director, National Wine Centre of Australia, since 2021.Member, Bay to Birdwood Advisory Committee, 2019-2021.Judge, South Australian Best of Wine Tourism Awards, since 2020. Member, Australian Press Council, 2002-2009.Member, Guardianship Board of South Australia, 2001-2005.Governor, St Peter's College, Adelaide, 1988-2011.Health Commissioner, SA Health Commission, 1996-1999.President, Australian Association for Adolescent Health, 1987-1990.Former Team Leader, South Australian Adolescent Health Project. ProfessionalCo-Founder and General Manager, The Lane Vineyard, Adelaide Hills, 2001-2015.Former Registrar, South Australian Nurses Board, for eight years.Former Chief Executive Officer, Family Planning South Australia, for four years.Former Nurse. Awards and Recognition include:Dame of Honour, The Order of St John of Jerusalem Knights Hospitaller."
2012749,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Professor David Alan HENSHER,David Alan,HENSHER,Waverton,NSW,2060,Australia Day 2023 Honours List,G,,"For significant service to transport, and to supply chain management.","University of Sydney Founding Director, Institute of Transport and Logistics Studies, since 1990.Member, Advisory Board, John Grill Centre for Project Leadership, since 2012.Professor of Management, Faculty of Economics and Business, 2000-2010.Professor of Management, Faculty of Economics, 1998-1999.Professor of Management, Graduate School Business, 1990-1997.Associate Dean, Faculty of Economics and Business, 2002-2009.Chair, Graduate Studies Board, Faculty of Economics and Business, 2002-2009. Member, Graduate Studies Committee, 2002-2006.Member, Teaching and Learning Committee, Master of Complex Systems, since 2015.Director, The Management Research Centre, Graduate School of Business, 1990-1993.Inaugural Head, Department of Transport Management, Graduate School of Business, 1995-1997.Member, Executive Committee, Graduate School of Business, 1990-1997.Infrastructure AustraliaAdvisor, since 2011.Member, Reference Panel on Public Transport, since 2011.Member, Smart Cities Research and Academic Institutions Working Groups, 2018. Transport for New South WalesMember, Long Term Transport Master Plan Panel, since 2012.Member, Benchmarking Program Panel, since 2006.Chair, Public Transport Reference Group, since 2008.Ministerial Advisor, since 2007.Member, Technical Advisory Group, since 1996. Transport - OtherMember, Advisory Committee, Transport Research Centre, Melbourne University, since 1991.Member, Standards Committee on Logistics, Standards Australia, since 2007.Member, Advisory Board, Institute of Transport and Logistics Studies, Africa, since 2008.Foundation Treasurer, Australasian Transport Research Forum Council, 1991-1996. Professional - OtherCo-Director, National Survey Research Pty Ltd, 1989-1994.Joint Director, The Hensher Group Pty Ltd, since 1994.Joint Director, Econometric Software, since 1990.Director, Transport Insights, since 1993. Professional OrganisationsFellow, Academy of Social Sciences in Australia, since 1995.Companion, Engineers Australia, since 1993.Fellow, Australian Institute of Transport Planning Management, since 1985.Fellow, Chartered Institute of Logistics and Transport, since 1980.Member, American Planning Association, since 1996.Publications and ResearchResearch interests include discrete choice analysis, transport economics and transport strategy and policy.Advisor to a range of national and international companies and organisations.Author, over 600 publications.Author, over 100 consultant reports.Author, Bus Transport: Demand, Economics, Contracting and Policy, Elsevier, 2020.Author, Applied Choice Analysis, Cambridge University Press, 2015.Author, Transport: An Economics and Management Perspective, Oxford University Press, 2001.Author, Stated Choice Methods: Analysis and Applications, Cambridge University Press, 2000.Series and Volume Editor, Handbooks in Transport, since 1999.Editorial Board Member of a range of professional journals including Case Studies of Transport Policy, Traveller Behaviour and Society, Journal of Strategic Contracting and Negotiation and Journal of Transport Planning and Technology. Awards and Recognition include:John Shaw Medal, Roads Australia, 2019.Inaugural University of Sydney Vice Chancellor's Outstanding Research Award, 2016.Transport Profession Award, Institute of Transportation Engineers, 2014.Smart 2013 Premier Award for Excellence in Supply Chain Management.Lifetime Achievement Award, International Association of Travel Behaviour,  2009Outstanding Contribution to Industry Award, Bus NSW, 2009.Transport Medal, Engineers Australia, 2006."
2012753,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Dr Elaine ONG,Elaine,ONG,,VIC,,Australia Day 2023 Honours List,G,,"For significant service to veterinary medicine, and to animal welfare and rescue.","Balwyn Central Veterinary HospitalPrincipal Surgeon and Owner, since 1995.Vets for Compassion (VFC)Founder and Veterinary Surgeon, since 2016.Founder, Emergency Response Team. Attends bushfires and floods to provide animal welfare services to the community.Guide Dogs VictoriaPrincipal Veterinary Surgeon, since 2012.Designed Animal Health and Wellbeing Management Protocols, 2012-2020.Veterinary - OtherLeader, mobile specialist animal veterinary rescue team specialising in darting displaced and injured macropods and larger animals, Metropolitan and Outer Melbourne, since 2010.Vet, Emergency Response Team, Sri Lanka Tsunami, 2004. Board Member, Tsunami Animal People Alliance, 2004-2015. Member, Faculty of Veterinary Science, University of Melbourne, 2004-2010.Australian Veterinary Association Member, current.Member, Emergency Taskforce, Victorian Division, 2009 Black Saturday Fires.ACTAsia Member, International Board of Advisors, current.Volunteer, Veterinary Training Program, China, current.Volunteer, Train the Trainer Project, China, current.Bali Street Dogs FundProgram and Technical Adviser, since 2010.Trained local vets, Desexing and Vaccinating (Rabies) Program, 2000-2010.Awards and Recognition include:Boroondara Citizen of the Year, 2021.Belle Reid Medal, Top 100 Female Veterinarians in the World, Melbourne University, 2009."
2012758,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Commander Debbie Ann BUTTERWORTH OAM CSM and Bar RAN,Debbie Ann,BUTTERWORTH,,,,Australia Day 2023 Honours List,M,Royal Australian Navy,For exceptional service to the Royal Australian Navy in the field of Navy People leadership and management.,
2012642,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Ms Mary PATETSOS,Mary,PATETSOS,Henley Beach South,SA,5022,Australia Day 2023 Honours List,G,,"For significant service to multicultural affairs, and to aged care through board positions.","Federation of Ethnic Communities Council of AustraliaChair, since 2017. Community HealthChair, ACH Group, since 2007.Board Member, Northern Area Local Health Network, South Australia Health, since 2019.Member, National Aged Care Advisory Council, since 2021.Board Member, Can:Do Group, since 2021.Board Member, Glenelg Community Hospital, since 2021.Board Member, Consumer Health Forum, since 2020.Deputy Chair, Common Ground Adelaide, 2011-2016. Commitee PositionsCouncil Member, University of South Australia, since 2017.Member, Community Advisory Committee, Special Broadcasting Service, since 2017.Board Member, Catherine House, since 2016.Chair, Robertson Institute Foundation, University of Adelaide, 2008-2013. Port Adelaide Football Club, Power Community Chair, 2014-2020.Board Member, 2010-2014. "
2012643,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Judge Rauf SOULIO,Rauf,SOULIO,,SA,,Australia Day 2023 Honours List,G,,"For significant service to multicultural affairs, to the judiciary, and to the community."," Albanian Community of AustraliaHonorary Consul-General of Albania in South Australia, 2003-2021. Australian Migrant Resource CentreChair, since 2002.Former Deputy Chair.Board Member, since 2000. Australian Multicultural CouncilChair, 2011-2014.Deputy Chair, 2010-2011.LawJudge, District Court of South Australia, since 2006.Chairperson, Cultural Diversity Justice Network, since 2018.Founding Member, Judicial Council on Cultural Diversity, since 2015. Australian GovernmentMember, National Aged Care Reform Implementation Council, 2012-2014.Member, National Anti-Racism Partnership Strategy, 2011-2014.Member, National Access and Equality Inquiry Panel, 2012.Member, Anzac Centenary Advisory Board, 2011-2014. SportArbitrator, Court of Arbitration for Sport, since 2009.President, Football Federation of South Australia, 2006-2016.Deputy Chairperson, Entry Control Body (judicial body), Asian Football Confederation, since 2017.Council for the Order of AustraliaDeputy Chair, 2013-2017.Community Representative, 2011-2017. CommunityMember, Gender Equity Advisory Council, Salvation Army, 2018-2019."
2012651,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Mr Frederick Eyitayo ALALE,Frederick Eyitayo,ALALE,Waterways,VIC,3195,Australia Day 2023 Honours List,G,,For significant service to the African communities of Victoria.,"African Music and Cultural Festival Inc.Co-Founder and Chair, since 2013. African Community OrganisationsTreasurer, Africa Day Australia, since 2014.Treasurer, Incubate Foundation, since 2016.Member, Implementation Committee, Victorian African Communities Action Plan, circa 2018.Former Member, Ministerial Advisory Committee.President, Nigerian Society of Victoria Inc., 2012-2018.Mentor, Victorian Public Service African-Australian Mentoring Program. Community - OtherMember, The Huddle Advisory Committee, North Melbourne Football Club, since 2019.Chair, Waterway Residents Association Inc., since 2019.Vice Chair, Waterways Community Garden Association Inc., since 2017. ProfessionalDirector, Financial Systems and Project, Department of Education, Victoria, since 2022.Director Policy, High Risk Industries Operations, Department of Justice and Community Safety, Victoria, since 2021.Senior Project Manager, Department of Treasury and Finance, Victoria, 2019-2021.Executive COVID Response Lead, Victorian Department of Health, Sep-Dec, 2020.Associate Director, Deloitte Australia, 2018-2019.Associate Director, KPMG Australia, 2013-2018, and Manager 2013-2014.Manager, Ernst and Young, 2010-2013 and Senior Consultant, 2007-2010.Area Financial Controller, glh Hotels, London, UK, 2005-2010.Management Accountant, Doncasters Group Ltd, UK, 2003-2005.Management Accountant, Screwfix, UK, 2001-2003.  Awards and Recognition include:50 Most Inspiring Afro-Australians, Afroshine Awards, 2019.Significant contribution to Multicultural Communities, Africa Day Australia Inc., 2022."
2012662,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Dr Theresa Marie CRAIG,Theresa Marie,CRAIG,Maleny,QLD,4552,Australia Day 2023 Honours List,G,,"For significant service to politics, and to the agriculture industry.","PoliticsTreasurer, The Nationals, since 2021.Regional Chair, Sunshine Coast Region, Liberal National Party of Queensland, 2017-2020.Federal Nationals Women's Council President, 2017-2021.President, LNP Women, 2014-2017.Senate Candidate, Queensland Liberal National Party , 2012-2013.Rural and Regional AustraliaDirector, Page Research Centre, since 2019.Director then President, Agribusiness Association of Australia, 2011-2014.Former Vice-President, Queensland Committee, Charolais Society of Australia.Agribusiness and Animal WelfareManaging Director, Technical Assistance and Research Analysis, since 1997.Co-Owner, Aserlay Farm, since 2009. Animal Nutritionist.Member/Vice-Chair, Queensland Schools Animal Ethics Committee, 7 years.Author, several publications including Best Practices Dairy Beef 2007, Meat and Livestock Australia.Director, Ruminant Advantage, 2017-2020.Consulting Nutrionist, Elders, 1997-1999.Ruminant Product manager, Rhone Poulenc, 1995-1996.Various agriculture and research positions overseas, 1982-1995.Education and ResearchAdjunct Professor, Centre for International Developments, Social Entrepreneurship and Leadership, University of the Sunshine Coast, since 2020.Former Lecturer, CRC Feedlot Course, University of New England.CommunityDirector, Fraser Coast Opportunity Board, 2013-2014.Member, The Brisbane Club, current.Former Member, Brisbane Committee, Australian American Association."
2012664,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,The Honourable Professor Verity FIRTH,Verity,FIRTH,Glebe,NSW,2037,Australia Day 2023 Honours List,G,,"For significant service to the Parliament of New South Wales, and to social inclusion."," Parliament of New South WalesMinister for Education and Training, 2008-2011.Minister for Environment and Climate Change, 2008.Minister for Women, 2007-2009.Minister for Science and Medical Research, 2007-2008.Minister Assisting the Minister for Health (Cancer), 2007-2008.Member for Balmain, 2007-2011. University of Technology SydneyPro Vice-Chancellor, Social Justice and Inclusion, since 2022.Industry Professor for Education and Public Benefit.Executive Director, Social Justice, Centre for Justice and Inclusion, 2015-2022. Public Education FoundationChief Executive, 2011-2014. City of SydneyCouncillor, 2004-2008. OtherBoard Member, Teacher's Mutual Bank, since 2020.Board Member, The Front Project, since 2019.Deputy Chair, Engagement Australia, since 2019.Deputy Chair, James Martin Institute, since 2020."
2012666,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Mrs Bess Nungarrayi PRICE,Bess Nungarrayi,PRICE,East Side,NT,870,Australia Day 2023 Honours List,G,,"For significant service to the Parliament of the Northern Territory, and to the Indigenous community.","Northern Territory Legislative AssemblyMinister for Local Government and Community Services, 2013-2016.Minister for Parks and Wildlife, 2013-2016.Minister for Statehood, 2013-2016.Minister for Women's Policy, 2013-2016.Minister for Men's Policy, 2014-2016.Minister for Housing, 2015-2016.Member for Stuart, 2012-2016. Indigenous CommunityWarlpiri Elder.Artist, current.Director, Outback Stores, current.Former Director, Aboriginal Art Association of Australia.Traditional Owner Ranger Patrol, Alice Springs Town Council, 2021.Inaugural Chair, Northern Territory Indigenous Affairs Advisory Council, 2008-2011.Former Board Member, Indigenous Community Television.Former Board Member, Central Australian Aboriginal Media Association.Former Board Member, Institute for Aboriginal Development.Former Deputy Chair, Imparja Television.Former Member, Yirara College Council.Former Member, Yuendumu Community Education Centre Council.Indigenous Arts Development Officer, Arts Northern Territory, 2005.Foundation Member and Public Officer, Jangankurlangu Aboriginal Corporation.Former Member, Waltja Ngurraku Palyapayi Management Committee.Former Member, Warlukurlangu Arts Management Committee.Former Member, Desart Inc. Management Committee.Former Indigenous Technical Advisor, Jaru Pirrjirdi Foundation Youth Project, Yuendumu.Teaching Assistant, Kulkarriya Independent Aboriginal Community School, Yungngora Community, Noonkanbah Western Australia.Appointed Assistant Principal, Yipirinya Independent Aboriginal School, 2022 and Community Engagement Officer and Warlpiri Teacher. Central Land CouncilCoordinator, Yuendumu Regional Office, 2002-2003 and 1994-1995.Community Development Officer, Land Management Section, 1994.Communications Officer, 1989-1992. Social WelfareFormer Member, Advisory Panel on Reducing Violence against Women and their Children, Council of Australian Governments.Member, National Violence Against Women Advisory Group, 2009-2011. CommunityFormer Member Central Australian family Resources Centre.Former Member, Artback NT Arts Touring Inc. Management Committee.Former Director, Bess Nungarrayi Price Foundation.Former Member, Northern Territory Hospital Services Planning Project Committee.Former Member, Wild Harvest Advisory Committee, Desert Knowledge Cooperative Research Centre (CRC), 2000s.Former Member, Northern Territory Library Services Aboriginal Reference Group.Former Member, Your Territory Grants Committee, Northen Territory Treasury.Former Member, Granite Mine Affected Communities Committee.Former Member, Literacy and Numeracy Taskforce Reference Group, Northen Territory.Former Member, Indigenous Economic Development Task Force, Northen Territory.Former Member, Northern Territory Emergency Response (NTER) Evaluation Advisory Group, Commonwealth.Translator/Interpreter, Warlpiri/English, since c1982.Participant, First World Indigenous Youth Conference, Quebec, Canada, 1992.Participant, International Women's Forum, Beijing, 1995.Participant, Workshop for Effective Engagement of Mining Companies with Indigenous Communities, Vancouver, Canada, 2003.Represented Australia at NAIDOC Celebrations, Department of Foreign Affairs, Makassar, Indonesia, 2018.BusinessPartner, Jajirdi Consultants, since 1997. Awards and Recognition include:Northern Territory Award, for Excellence in Women's Leadership, 2014.Bennelong Medal, Bennelong Society, 2009."
2012668,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,The Honourable Clive Morris BROWN,Clive Morris,BROWN,Bassendean,WA,6054,Australia Day 2023 Honours List,G,,"For significant service to the Parliament of Western Australia, and to industrial relations.","Parliament of Western Australia - Legislative AssembyMember for Bassendean, Australian Labor Party, 1996-2005.Member for Morley, Australian Labor Party, 1993-1996.President, Parliamentary Labor Party, 1993-1994.Deputy Chairman of Committees, 1993-1994.Member, Public Accounts and Expenditure Review Committee, 1993-1996.Convenor, Industrial Relations Committee, 1983-1992.Member, Western Australia State Executive, and Delegate to the State Conference, 1974-1993.Member, South Australia State Executive, and Delegate to the State Conference, 1971-1974. Ministerial AppointmentsMinister for State Development, 2001-2005.Minister for State Development, Small Business, Goldfields-Esperance and Tourism, 2001-2003. Shadow Ministerial AppointmentsShadow Minister for Commerce and Trade, Small Business, Tourism and Science and Technology, 1997-2001.Shadow Minister for Community Development, Justice, Youth and Public Sector Management, 1994-1996.Shadow Minister for Community Development, Corrective Services, Multicultural and Ethnic Affairs, 1994-1996. Australian Labor Party Western Australian Branch - WA LaborChair, Disputes Committee, current.Former Member, State Executive.Former Member, Administrative Committee.Former Treasurer. UnionsWAPresident, 1982-1986.Secretary, 1987-1993.Secretary, Trades and Labour Council of Western Australia, 1986-1992. Federated Miscellaneous Workers UnionUnion Secretary, 1976-1978.Assistant Secretary, 1973-1974.Union Research Officer, 1971-1972.Union Organiser, 1970-1971. Unions - OtherSecretary, Western Australian Prison Officers Union, 1974-1985. OtherDirector, Christmas Island Resources Board, 2007-2019.Advisor, a range of mining companies, since 2005.Chairman, Phosphate Resources Limited, 1992-1999.Member and former Secretary, Bassendean Men's Shed Association.Secretary, Lions Club of Bassendean, since 2022 and 2008-2020."
2012669,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Dr John Francis ANGUS,John Francis,ANGUS,Giralang,ACT,2617,Australia Day 2023 Honours List,G,,"For significant service to the agricultural sector through research roles, and to education.","Commonwealth Scientific and Industrial Research OrganisationHonorary Research Fellow, Agriculture and Food, 2010-2021.Chief Research Scientist, Plant Industry Division, 2010.Scientist, Plant Industry Division, 1987-2010.Scientist, Land Use Division, 1973-1987. Research and PublicationsAgronomic and Crop Phasic Development Research, current.Chairman, Advisory Board, Journal of Agricultural Research.Associate Editor, Agronomy Journal.Member, Editorial Advisory Board, Field Crops Research, 25 years.Australian Society of AgronomyPresident, 2008-2010.Fellow, 2017. Professional OrganisationsFellow, Australian Institute of Agricultural Science and Technology, 1993.Fellow, American Society of Agronomy, 2001.Former Co-President, Asian Crop Science Association, 2004.Committee Member, Fifth International Crop Science Congress, 2004.Chair, Agro-climatology and Agronomic Modelling Division, American Society of Agronomy, 2008.Committee Member, Seventh International Nitrogen Initiative Conference, 2016.EducationAdjunct Professor, Gulbali Institute, Charles Sturt University, 2022.Adjunct Professor, Graham Centre for Agricultural Innovation, Charles Sturt University, 2005-2007, and since 2012.Former Visiting Scientist, International Rice Research Institute.Former Visiting Scientist, Swedish University of Agricultural Sciences.Awards and Recognition include:CM Donald Medal for Agronomy, Australian Society of Agronomy, 2019.Australian Medal of Agriculture, Australian Institute of Agricultural Science and Technology, 2006."
2012670,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Mr Timothy John HESS,Timothy John,HESS,Spreyton,TAS,7310,Australia Day 2023 Honours List,G,,"For significant service to aquaculture, and to the community of Tasmania.","Primary IndustryDirector, Wild Fisheries and Aquaculture Sectors, Tasmanian Seafood Industry Council, since 2015.Member, Regional Economic Development Steering Group, Cradle Coast Authority, since 2019.Member, Steering Committee, Seafood Industry of Australia, 2015-2017.Member, Advisory Council, Freight Logistics Coordination Team, Tasmanian Government, 2010-2013.Secretary, Tasmanian Finfish Association, 1987-1989.Joint Chairman, Air Transport, Shipping and Documentation Sub-committee, International Trade Council Committee, Australian Chamber of Manufacturers, 1980s.Chairman, Tasmanian Chamber of Shipping, 1981-1984.Member, Australian Chartered Institute of Transport, 1983 - 1988.Regional Development Australia, Tasmania Secretary, 2013-2018.Committee Member, 2011-2018.Tasmanian Government Freight and Logistics CouncilChairman, early 2010s.Representative, Tasmanian Industry Importers and Exporters, 1999-2009.South East Trawl Fishing Industry AssociationInaugural Chairman.Member, South East Trawl Management Committee, 1988-1990.Devonport Football ClubVice-President, 1991-1996.Committee Member, 1990-1991.Member, Finance, Players' Contracts and Fundraising Sub-committees.Devonport South East Rotary ClubMember, 1988-1995.Former Member, Fundraising Committee.CommunityMember, Industry Advisory Group, Living City Project, Devonport City Council, 2016-2019.President, School Council, Spreyton Primary School, 1987-1992.Coach, Australian Rules football, St. Bernard Shaw Catholic College, 1999-2004.Petuna AquacultureDirector, 2016-2019.Manager, Government and Community Relations, since 2014.General Manager, Sales and Marketing/Freight and Logistics, 1987-2014.Professional - OtherSenior management roles, including Victorian and Tasmanian State Manager, Columbus Shipping Company."
2012672,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Mrs Dalene WRAY,Dalene,WRAY,,QLD,,Australia Day 2023 Honours List,G,,"For significant service to the organic beef industry, and to professional organisations.","OBE OrganicManaging Director, since 2017.General Manager, 2012-2017.Deputy General Manager, 2011-2012.Regional Manager Asia, 2009-2011.Export Manager, 2008-2009.Business Development Manager, 2003-2007. Australian Meat Industry CouncilFormer Chair, Communications and Advocacy Industry Reference Committee.Former Member, Meat Business Women Committee. Organic Industries of AustraliaChair, 2019-2021, 2022.Director, 2018-2021, 2022. Department of Agriculture, Water and the EnvironmentMember, Australian Organic Industry Working Group, 2017-2018, and 2020-2021.Member, Industry Advisory Group, Farm Cooperatives and Collaboration Pilot Program, 2016-2018.Former Member, Halal Consultative Committee. OtherMember, Telstra Regional Advisory Council, Queensland, current.Deputy Chair, Council for Australian-Arab Relations, Department of Foreign Affairs and Trade, 2017-2020. CommunityMentor, Mentor Walks, 2019-2021.Chair, Southern Cross Catholic College School Board, current.Justice of the Peace.Accredited Mental Health First Aider. Awards and Recognition include:Food and Agriculture Award, Advance, 2018.Austrade Women in Export Scholarship, Chief Executive Women, 2018.Beef Achiever of the Year, Queensland Country Life, 2018. "
2012675,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Ms Lucinda Jane BARRY,Lucinda Jane,BARRY,Deakin,ACT,2600,Australia Day 2023 Honours List,G,,"For significant service to public health policy in executive roles, and to medicine.","Australian Organ and Tissue Donation and Transplantation AuthorityChief Executive Officer and Board Member, since 2017.Federal Government Ministerial rolesSenior Adviser, Health and Social Policy, Office of the Prime Minister, 2015-2017.Chief of Staff, Office of the Assistant Minister for Health, 2014-2015.Senior Adviser, Office of the Minister for Families, Community Services and Indigenous Affairs, 2006-2007.Senior Advisor, Office of the Minister for Family and Community Services and Minister assisting the Prime Minister for Women's Issues, 2005-2007, and Advisor, 2003-2005.Adviser, Office of the Minister for Health, 2003. Department of Prime Minister and CabinetExecutive Coordinator, COVID-19 Health Taskforce, March-July 2020 (secondment).Assistant Secretary, Network Operations, 2013-2014.Department of Families, Housing, Community Services and Indigenous AffairsAssistant Secretary, 2010-2013.Deputy Chief of Staff, Northern Territory Emergency Response Operations Centre, 2008-2009. Medical - OtherDirector of Nursing, National Capital Private Hospital, Mayne Health, 2002-2003.Volunteer lecturer, Emergency and Major Trauma, Faculty of Nursing, Solomon Islands National University, 2012. Director, Lucinda Barry and Associates, Emergency and Trauma Consultancy, 1998-2003.Nursing Assessor, Australian Trauma Hospital verification System, Royal Australasian College of Surgeons, 1999-2001.Coordinator, Early Management of Severe Trauma Course (EMST), Royal Australasian College of Surgeons, 1999-2001.Victorian Coordinator, Trauma Nursing Core Course (TNCC), 1997-2000.Member, Victorian Department of Human Services Working Party for Emergency and Trauma Services, 1997-1999.Royal Melbourne Hospital and North Western Mental HealthMajor Trauma Coordinator, 1999-2002.Emergency Nurse Specialist, 1992-2000.Definitive Surgical Trauma Course - Establishment Faculty and Coordinator, 1999-2000.Australasian Trauma SocietyVice President, 2001-2003.Executive Committee Member, 1998-2003.Founding Member, 1997. Victoria Branch Committee, College of Emergency Nursing AustralasiaVice President, 1999-2000.Committee Member, 1995-2003.CommunityPresident, South Canberra Netball Association, since 2020.Member, Woodford International School Board, Honiara, Solomon Islands, 2011-2012. Awards and Recognition include:Induction to the Hall of Fame, Dimboola Memorial Secondary College, 2011.Linley Aitken, Buckland Foundation Scholarship, 1998.Dux, Dimboola Memorial Secondary College, 1986."
2012678,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Ms Susan PEARCE,Susan,PEARCE,,NSW,,Australia Day 2023 Honours List,G,,For significant service to public health administration and governance.,"NSW HealthSecretary, since 2022.Deputy Secretary, Patient System and Performance, 2015-2022.Leader, Covid-19 State Emergency Operations Centre Health Response.Chief Nursing and Midwifery Officer, 2012-2015. Medical - OtherMember, Covid-19 NSW Crisis Cabinet, since 2020. Director Operations, Northern Sydney Local Health District, 2011-2012.Executive Director, Northern Sydney Central Coast Area Health Service, 2009-2011.Nursing Officer, Broken Hill Base Hospital, 10 years. New South Wales Nurses and Midwives' AssociationManager, Member Organising Team, 2007-2009.Manager, Strategic Workplace Organising Team, 2006-2007.Member, 1991-2015.President, Broken Hill Base Hospital Branch, 2000-2001, Assistant Secretary, 1999-2000 and Delegate, 1999-2001.President, Appointed Officers Branch, 2006-2007 and Assistant Secretary, 2002-2004. Professional Organisations - OtherCouncillor, NSW Nurses' Association Council, 1999-2001.Councillor, NSW Branch, Australian Nursing Federation, 1999-2001."
2012679,01/26/2023 00:00:00 +00:00,Member of the Order of Australia,AM,OA,0,,Dr Sonya Maree BENNETT,Sonya Maree,BENNETT,,ACT,,Australia Day 2023 Honours List,G,,For significant service to public health in leadership roles.,"Commonwealth Department of HealthDeputy Chief Medical Officer of Australia, since 2021.Member, Australian Health Protection Principal Committee, since 2019.Queensland Health Deputy Chief Health Officer, 2020-2021.Executive Director, Communicable Diseases Branch, 2013-2021.Public Health Physician/Director, Metro North Public Health Unit, 2009-2013.Communicable Disease Network of AustraliaChair, 2019-2021.Member, 2013-2021.Member, Australian Technical Advisory Group on Immunisation, 2015-2019.Centre for Military and Veterans' Health, University of Queensland Chief of Operations, Conjoint Associate Professor, 2008-2009.Research Manager, Conjoint Senior Lecturer, 2004-2007.Medical - OtherCouncil Member, QIMR Berghofer, since 2019.Fellow Australasian Faculty of Public Health Medicine.Fellow Royal Australian College of General Practitioners.Medical Practitioner, since 1991.Royal Australian Navy Commodore Royal Australian Navy.Director-General Navy Health Reserves, since 2019.Royal Australian Navy Reservist, since 2009.Royal Australian Navy Medical Officer, 1994-2009.Awards and Recognition include: President's Extraordinary Award, Queensland, Australasian Faculty of Public Health Medicine, 2020. Publlic Health Association of Australia President’s Award 'For outstanding contribution to the betterment and protection of public health in Australia', Conferred on the Australian Health Protection Principals Committee, 2020."
