AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2010110,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Peter McKay RUSSELL,Peter McKay,RUSSELL,Bowen,QLD,4805,Australia Day 2022 Honours List,G,,For service to the community through asbestos awareness.,"Community Advocate, Asbestos Awareness.Expert Witness. ProfessionalSafety Officer, James Hardie, circa 1960s."
2010111,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Nicholas Gordon UNDERWOOD,Nicholas Gordon,UNDERWOOD,,WA,,Australia Day 2022 Honours List,G,,"For service to the community, and to travel writing.","Author and PublisherAuthor, The Western Australian's 4W Drivers' Guide, 1989.Founder and Editor, Western 4W Driver, 1989-2019.Publisher, Explorer Series Trip Books, 4WD Travel Guides, including Days out of Perth, Weekends out of Perth, South Coast, Goldfields, Pilbara, Hann's Track, Holland Track and Cave Hill and Days out of Melbourne. Track Care WAOrganiser, Cleanup of Canning Stock Route, 1997.Inaugural Chair.Former Secretary.Founding Member, since 1997. BusinessCo-Founder and Co-Owner Campfire Escapes, since 2000."
2010114,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Margaret Joy BAKER,Margaret Joy,BAKER,Winmalee,NSW,2777,Australia Day 2022 Honours List,G,,For service to conservation and the environment.,"Blue Mountains Conservation Society (BMCS)Volunteer Conservationist, since 1970s.Life Member, 2018.Contributor, current. Lower Blue Mountains Conservation Society (now merged with BMCS)Former President.Former Vice-President.Representative, Londonderry Regional Waste Depot Dispute, 1992. Upper Blue Mountains Conservation Society (now merged with BMCS)Member and contributorTAFE NSW, Blue Mountains Former Head of Department, Environmental Studies Section.Founder and Developer, Native Plant Identification Course. BMRM Ecological Surveys Community Science GroupFounder.Contributor, current. PublicationsAuthor, articles and journals on Australian Native Plants, Australian Plants Society of New South Wales.Co-Author and Editor, Native Plants of the Blue Mountains, 1995.Co-Author and Editor, Birds of the Blue Mountains, 1988.Co-Author and Editor, Native Plants of the Sydney Region, 1986.Co-Author and Editor, Native Plants of the Lower Blue Mountains, 1985.Co-Author and Editor, Native Plants of the Upper Blue Mountains, 1984. Conservation - OtherContributor and member, Australian Plants Society, Blue Mountains Bird Observers, and the former Field Geologists Club, current.Awards and recognition include:Recipient, Environmental Citizen of the Year, Blue Mountains City Council, 2020."
2010115,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Kay Christine BOLTON,Kay Christine,BOLTON,Fingal Head,NSW,2487,Australia Day 2022 Honours List,G,,For service to landcare management.,"Fingal Head CoastcarePresident, since 2003.Fingal Head Community AssociationVolunteer Minutes Secretary, Heritage Collection Committee, 2008, 2009, 2014 and 2015.Member, Aircraft Noise Abatement Sub-committee, 2010-2016, Tweed River Estuary Sand Bypassing Project, 2009-2011 and 1998 Consultation. Fingal Head Public SchoolHelped to establish the Bush Tucker Garden.Provides practical teaching events for students in Dune care.Nomination of school for Keep Australia Beautiful Awards, 2008 - 2017. Environmental - OtherMember, Tweed Dune Care Coordinating Committee, Landcare Australia, current.Organiser, Clean Up Australia Days 2004-2009 and 2011-2016 and Graffitti Off Days, 2018-2019.Organiser, educational institutions and community environmental education programs.Assistant, Tweed Byron Local Aboriginal Land Council re Fingal Peninsula natural environment. ProfessionalFormer School Teacher, Victoria. Awards and recognition include:New South Wales Champion, New South Wales Sure Gro Coastcare Award, 2017.Inductee, Hidden Treasurer Roll, Department of Primary Industries, New South Wales, 2015.Outstanding Contribution Award, Fingal Head Public School, 2014."
2010116,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Nicholas DUNCAN,Nicholas,DUNCAN,Wembley,WA,6014,Australia Day 2022 Honours List,HP,,For service to animal welfare.,"Save African Rhino FoundationPresident, since 1988.Longest serving fundraiser, for 34 years, and major personal donor and voluntary supporter.Supporter, Dambari Wildlife Trust.Contributor, Anti-poaching Operations, Save Valley Conservancy.Has undertaken 106 field visits to Zimbabwe at own expense. Awards and recognition include:Green Global 21 Award, Zimbabwe Council of Tourism, 2009.Environmental Award, Association of Zimbabwe Travel Agents, 2017."
2010117,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Anthony Arthur FOWLER,Anthony Arthur,FOWLER,,WA,,Australia Day 2022 Honours List,G,,For service to conservation and the environment.,"Nature Reserves Preservation GroupVice-President, since 2018.President, 1989-2018.Committee Member, since 1989.Co-Founder, 1989. Volunteer Gallery Guides, Art Gallery of Western AustraliaPresident, 2004-2006.Vice-President, 2003-2004.Treasurer, 2001-2002.Volunteer Guide, since 1994.Guide Trainer, 1997-1999.Life Member, 2014. Community Firefighter, Kalamunda Volunteer Bushfire Brigade, since 2000, and Life Member.Voluntary Tutor, Art History and Drawing, Kalamunda Community Learning Centre, since 1995.Volunteer Ship Keeper and Crew Member, HM Bark Endeavour Replica, 1994-2012.Volunteer, Ship Construction Team and Carver, The Duyfken Replica, 1997-1999, and Volunteer Crew Member, 2000. Committees NRPG Representative, Darling Range Regional Park Advisory Committee (now Parks of the Darling Ranges), current.Member, Waste Management Community Reference Group, Eastern Metropolitan Regional Council, since 2006.Former Member, Perth Airport Environmental Consultative Committee (now Perth Airport Consultative Environment and Sustainability Group).  Awards and Recognition include:Senior Community Local Hero, City of Kalamunda, 2019.Honours List, Conservation Council of Western Australia, 2011.Certificate of Recognition, Western Australian Department of Communities, 2007.Certificate of Recognition, International Year of Volunteers, Kalamunda Community Learning Centre, 2001."
2010118,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Roger Bartram GRUND,Roger Bartram,GRUND,,SA,,Australia Day 2022 Honours List,G,,For service to conservation and research as a lepidopterist.,"Butterfly Conservation South Australia IncChairman, 2001-2007.Committee Member, since 2007.Founding Member, since 1989.Founder, SA Butterflies website, 1990s. Co-author, book 'Attracting Butterflies to your Garden'.Collaborated on a taxonomic revision of the Theclinesthes group of butterflies.Co-added ten additional butterflies to South Australia's butterfly fauna.Conducted various exhibitions, South Australian Museum.Life Member, 2007. Department of Environment in South AustraliaVolunteer Consultant and/or Advisor, various surveys. ProfessionalPetroleum Geologist, retired 1990s."
2010119,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Kevin Charles MASON PSM,Kevin Charles,MASON,Healesville,VIC,3777,Australia Day 2022 Honours List,G,,For service to conservation and the environment.,"Healesville SanctuaryVolunteer, Team Leader, Sanctuary Archives, since 2010.Employee, various positions including Head Keeper, Special Projects Curator, and Customer Relations Manager, 1960-2010.Dingo Enclosure (Mason's Hut), named after him.Past Sanctuary Contact for local Indigenous Community.Volunteer, Friends of the Zoo activities, 1985-2010.Guest Speaker on Sanctuary local history, native fauna and flora, and conservation breeding programs.Conservation and EnvironmentMember and Former President, Bird Observers Club of the Yarra Valley, (now Birdlife Australia, Yarra Valley Branch), since 1992.Past Member, Sherbrooke Lyrebird Survey Group, Mount Dandenong Lyrebird Association.Assisted Indigenous Cultural Surveys of Sanctuary and Coranderrk bushland.Foundation Member, Helmeted Honeyeater Recovery Team, 1989.Member and former Chairman, Friends of the Helmeted Honeyeater and team member, hand raising 13 Helmeted Honeyeater chicks to maturity being the initial foundation breeding stock for the recovery program.Undertook Field Surveys for the Orange Bellied parrot, the Helmeted Honeyeater including tree planting, and for the Superb Lyrebird and Powerful Owl.Active participant, animal rescue and release projects, for 40 years and speaker at animal carers' workshops.CommunityPresident, Badger Creek Progress Association (now Badger Creek V.C. Mullett Hall Committee), current.Founding Member, Old Badger Creek School Building Committee.President, Healesville and District Historical Society, 2011-2016, Vice-President, current, and Founding Member, since 1984. Awards and recognition include:The Peoples Award, Zoos of Victoria Hall of Fame, 2013.NAIDOC Community Recognition Award, Eastern Region, 2006. (Sponsored by the Yarra Valley Aboriginal Elders Association).Awarded the Public Service Medal, 2003.Pride of Workmanship Award, Rotary Club of Healesville, 1999.Hall of Fame, Australian Society of Zoo Keeping Inc, 1999, 'for continuous service to the industry'.Life Member, Australian Society of Zoo Keeping Inc.Life Member, Friends of the Zoos.Life Member, Mountain District Poultry Association."
2010120,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Lynette MILLETT,Lynette,MILLETT,Bilgola Plateau,NSW,2107,Australia Day 2022 Honours List,G,,For service to animal welfare.,"Northern Beaches Branch, Wildlife Information, Rescue and Education Services (WIRES)Vice Chair, since 2012.Beaches Parrot Coordinator, since 2000.Possum and Glider Coordinator, since 1996.Bandicoot Coordinator, since 1996.Seabird Coordinator, since 2000.Bat Coordinator, 1996-2006.Coordinator, since 1996.Food and Equipment Coordinator, since 1996. Wildlife Information, Rescue and Education Services (WIRES)Species Trainer, Small Mammals and Possum and Gliders, 2000-2019.Rescue and Immediate Care Course TrainerLife Member, 2015.Member, since 1995. CommunityVolunteer, School of Veterinary Science's data collection into possum diseases project, University of Sydney, 2016.Past Member, P&C Playtime Kindergarten, Avalon.Past Secretary, Avalon Cub and ScoutsUnit Helper Bilgola Plateau Girl GuidesPast Member, Meals on Wheels.Community Educator (then) Spastic Centre.Locker Coordinator Barrenjoey High School   Awards and Recognition include:Citizen of the Year, Northern Beaches Council, 2017.Northern Beaches Senior Volunteer of the Year 2021 "
2010121,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Rosemary NATER,Rosemary,NATER,Moyston,VIC,3377,Australia Day 2022 Honours List,G,,"For service to landcare management, and to the community of Moyston.","Moyston Landcare GroupSecretary, 12 years. Project Platypus (Upper Wimmera Landcare)Board Member, 2012-2018.Secretary, 2 years.Moyston Primary SchoolPresident, 1998-2003.Moyston Progress AssociationSecretary, since 2017.Member, since 2005. Moyston Sheep Dog Trial ClubVice-President, since 2003.Member, since mid 1970s.Coordinator of the 3 day event, since 2003."
2010122,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Lynette Joan SERVENTY,Lynette Joan,SERVENTY,Margaret River,WA,6285,Australia Day 2022 Honours List,G,,For service to conservation and the environment.,"EnvironmentCommittee Member, Margaret River Climate Action Group, 2008-2014.Former President, Prevelly Wilderness Progress Association (now Margaret River Coastal Residents Association).Former WA Board Member, National Association of Sustainable Agriculture of Australia, 3 years.Former Community Representative, Mineral Sands - Doing it Better Committee, Environmental Protection Authority.Former Volunteer, Transition Margaret River.Founder, Friends of Margaret River, 1986.Founder, Friends of Bramley Block.Founder, Friends of Forest Grove Block. Augusta Margaret River Clean Community EnergyFounding Chair 2017-2020.Committee Member, since 2017. Leeuwin Conservation GroupFormer President, two terms.Former Vice-President.Former Treasurer.Member, since 1985. CommunityFormer President, Darwin Theatre Group (now Browns' Mart Theatre).Former Committee Member, Youth Theatre, Australian Council for the Arts.Former Volunteer, University of the Third Age. Margaret River Independent School (formerly Nyindamurra Family School)Founding Chairperson, 1981-1986 and 2015-2018. Shire of Augusta Margaret RiverChair, Working Party, 2016-2017.Deputy President, 2013-2015.Councillor, 1990-1993 and 2007-2015.Chair, Sustainability Advisory Committee, 2011-2015.Member, Sustainability Advisory Committee, since 2006.Former Chair, Waste Management Committee.Former Member, Blackwood Basin Group.Former Member, Local Emergency Management Committee.Former Member, South West Joint Development Assessment Panel.Former Member, Busselton-Augusta Rail Trail Steering Committee.Former Member, Bridle Trails Feasibility Study Community Reference Group.Former Member, Whicher Water Resource Management Committee.Former Member, Lower Blackwood Land Conservation District Committee.  Awards and Recognition include:Certificate of Appreciation, Shire of Augusta Margaret River, 2020.Long and Loyal Service Award, WA Local Government Association, 2015.Certificate of Recognition, Shire of Augusta Margaret River, 2015.Bessie Rischbieth Conservation Award, Conservation Council of Western Australia, 2009.Churchill Fellowship, 1973."
2010123,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Mary Louise SIMPSON,Mary Louise,SIMPSON,Burnside,SA,5066,Australia Day 2022 Honours List,G,,"For service to conservation and the environment, and to the arts.","Science and ConservationChair and Founder Flinders Ranges Ediacara Foundation, since 2018.Sponsor, South Australian Seed Conservation Centre, Botanic Gardens and State Herbarium.Patron, National Trust SA, since 2020. South Australian MuseumVolunteer Educator, current.Secretary, The Waterhouse Club, 1993-2010.  The Arts Supporter, emerging and established women composers, and commissioner of works with scientific themes.Sole Sponsor and Instigator, Composer in Association program, Adelaide Symphony Orchestra, 2018-2020.Co-Founder, Soundstream Emerging Composer's Forum, 2012."
2010124,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Madeline Jane TOWNSEND,Madeline Jane,TOWNSEND,Ballarat,VIC,3350,Australia Day 2022 Honours List,G,,For service to conservation and the environment.,"Beyond Zero Emissions People and Culture Manager (including volunteer coordination) since 2020Volunteer Coordinator 2018-2020Volunteering VictoriaVolunteer Engagement Officer 2018-2021Volunteer, Volunteer Manager Mentor Program, since 2017.Australian Trust for Conservation Volunteers, Conservation Volunteers AustraliaDirector, Community Programs for Australia and New Zealand, 2009-2018.National Programs Manager, 1992-2009.Former Member, Landcare and Environment Action Plan Advisory Committee.State Manager, Tasmania, 1990-1992.Volunteer and Team Leader, 1988-1990.Conservation and EnvironmentVolunteer Harvest Coordinator and Fruit Harvester Volunteer, The Hidden Orchard, since 2019.Member, Community and Sustainability Subcommittee, New South Wales Environmental Trust, 2014-2018.Volunteer Soup Bus Crew Leader, On Track Foundation / The Soup Bus Ballarat, since 2014.Member, Parks Volunteer Network Working Group, 2009-2014.Member, Friends of Canadian Corridor, since 2019Volunteer, Clean up Australia Day, since 1989.The ArtsExhibition Volunteer, Ballarat International Foto Biennale, since 2017.Exhibitions Volunteer, Art Gallery of Ballarat, since 2016.OtherFellow, Institute of Community Directors Australia, since 2015.Member, Working Group, Voluntas Conflict Resolution for Volunteers, 2015-2018."
2010125,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Stephen Karl WILSON,Stephen Karl,WILSON,Kurwongbah,QLD,4503,Australia Day 2022 Honours List,G,,For service to herpetology.,"HerpetologyHerpetologist and Interpretation Officer, Discovery Centre, Queensland Museum, since 1986.Member, The Australian Herpetological Society, current.Plenary Speaker, GNSI Conference, Guild of Natural Science Illustrators, 2018-2020. PublicationsContributor, Australian Geographic, current.Author, A Field Guide to Reptiles of Queensland, New Holland Publishers, 2015.Author, A Complete Guide to Reptiles of Australia, editions 1-6. New Holland Publishers, 2003, 2008, 2010, 2013, 2017, 2021.Author, Australian Lizards - A Natural History, CSIRO, 2012.Co-Author, What Lizard is That?, New Holland Publishers, 2008.Co-Author, What Snake is That?, New Holland Publishers, 2008.Author, Snakes, Lizards, Crocs and Turtles of Australia, Young Reed, 2006.Author, over 60 journal articles. Awards and recognition include:Recipient, Whitley Book Award, Royal Zoological Society of New South Wales, 2004, 2009, 2012.Winner, Photographer of the Year, Australian Geographic, 2000. "
2010079,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr John Samuel DONNELLY,John Samuel,DONNELLY,Forestville,NSW,2087,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations.,"St Vincent de Paul Society, Broken Bay Central CouncilPresident, 2017-2021, and 2008-2012.Vice President, 2001 -2008 and 2012-2016. St Vincent de Paul Society, New South WalesBoard Member, 2018-2021.Member, State Council St Vincent de Paul, 2008-2021.Trustee, Trustees of the Society of St Vincent de Paul, New South Wales, 2008-2012 and 2017-2021. Catholic Church Former President and State Council Member, Knight of the Southern Cross Australia.Altar Server (Acolyte) Church, Catholic Parish of Frenchs Forest, current. Catenian Association of AustraliaFormer President.Member, Warringah Circle, current. CommunityMember and Former President of Forestville Probus Club.Member local RSL sub branch and Member, Forestville RSL Bowls Club and Golf Club, current.Former President, RSL Forestville Flying Bowlers, and Member, current.Member, local men's Barber Shop choir, current. EducationDeputy Principal, Northern Beaches Campus, Mackellar Girls High, 1986-1996.Social Science Master, Beacon Hill High School, 1973-1986.Teacher, Asquith Boys High School, 1965-1973."
2010080,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Claire Luize EARDLEY,Claire Luize,EARDLEY,East Fremantle,WA,6158,Australia Day 2022 Honours List,G,,"For service to youth, and to the community.","CommunityFounder, The Kai Eardley Fund, since 2017.Host, Pilates for Purpose, since 2017.Supporter, Tomorrow Man.Fundraiser and Supporter, Beyond Blue. Other Proprietor, Silas Street Physiotherapy, since 2004."
2010081,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Donald Thomas GORE,Donald Thomas,GORE,Warner,QLD,4500,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations.,"St. Vincent de Paul Society, QueenslandChair, Housing and Homelessness Committee, since 2015.President, Northern Suburbs Regional Council, since 2017.President, St Rita of Cascia Conference, since 2017.President, Aspley Conference, 2017-2018.Member, since 2011. Albany Creek Conference, St. Vincent de Paul Society, QueenslandPresident 2013-2017.Member, since 2011. Brisbane Diocese, St. Vincent de Paul Society, QueenslandCouncil Member, since 2016.Vice President, since 2017."
2010082,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Patricia HALL,Patricia,HALL,St Georges Basin,NSW,2540,Australia Day 2022 Honours List,G,,For service to the community of Liverpool.,"Liverpool Neighbourhood ConnectionsChief Executive Officer, since 2015.Operations Manager, 1993-2013. Awards and recognition includeWoman of the West Award, Business, Western Sydney University, 2020.Inductee, ZEST Award Hall of Fame, 2019.ZEST Award, Outstanding Community Not for Profit Leader, 2018.Westfield Local Hero, 2018."
2010083,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Donald Arthur HEWITT,Donald Arthur,HEWITT,Armidale,NSW,2350,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations.,"Armidale Diocese, St Vincent de Paul SocietyDiocesan President, 2006-2010.Diocesan Vice-President, 2004-2006 and 2010-2014.Member, State Council Building Evaluation and Approval Group, 2006-2010.President, Armidale Regional Council, 1981-1986, 1991-1995 and 2001-2005.Diocesan Spiritual Formation Representative, 1985-1992.Life Member, 2015.Member, since 1966.  St Joseph's Conference, St Vincent de Paul SocietyMember and Volunteer, current.President, 1979-1994. St Augustine's Conference, St Vincent de Paul SocietyFounding Member and Volunteer, since 1979. Freeman House Volunteer, current.Co-Founder, 1979. Awards and recognition include:Pro Ecclesia et Pontifice (Cross of Honour), 2021.Senior Citizen of the Year, Armidale Regional Council, 2017."
2010084,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Michelle SCOTT,Michelle,SCOTT,,WA,,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations.,"University of Western AustraliaInaugural Director, McCusker Centre for Citizenship, since 2015.Public Sector Co-Chair, Western Australian Supporting Communities Forum, since 2019.Inaugural Commissioner, Children and Young People Western Australian, 2007-2013.Public Advocate for Western Australia, 2002-2007.Former Member, Mental Health Review Board.Former Senior Member, Immigration Review Tribunal and the Social Security Appeals Tribunal.Former Director of Social Policy, Department of Premier and Cabinet. Other Director, Save the Children, since 2019, and Member, Board Programs and Risk Committee, current.Former Director, Anglicare WA."
2010085,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Neil Ernest SHIELDS,Neil Ernest,SHIELDS,Ringwood,VIC,3134,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations.,"Habitat for Humanity VictoriaExecutive Director, 2005-2009.Project Manager, 2010-2012.Involved in establishment of ReStore, since 2008. Whitehorse Chapter, Habitat for Humanity VictoriaBoard Member, since 1998.Volunteer, since 1998.Former Treasurer.Former Secretary. Habitat for Humanity OtherFormer Member, National Board, late 1990s-early 2000s.Assisted Habitat for Humanity New South Wales. OtherVolunteer, Gideon's International, many years."
2010086,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Jennifer Mary THOMPSON,Jennifer Mary,THOMPSON,Coniston,NSW,2500,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations.,"Southern Youth and Family ServicesBoard Director, since 1995. TAFE NSW - Illawarra Member, Curriculum Development Advisory Group, Aged Services degree program, 2015-2019.Faculty Director, Human Services Tourism and Hospitality, 2005-2008.Dean of Studies, Personal and Community Services, 1999-2005.Equal Employment Opportunity and Women's Strategy Officer, 1995-1999.Teacher, Community Services, 1990-1995. Wollongong CouncilManager, Library and Community Services, since 2013.Manager, Community, Cultural and Library Services, 2008-2013. Social HousingBoard Member, Illawarra Community Housing Trust, 2008-2011.Former Board Member, Wollongong Emergency Family Accommodation.Former Member, Treehouse Medium Term Youth Accommodation. OtherMember, Industry Advisory Group, School of Social Work, Wollongong University, since 2014.Board Member, Regional Development Australia - Illawarra, 2015-2018.Member, Illawarra Regional Advisory Committee, NSW Community Relations Commission, 2008-2016.Social Development Working Party, Illawarra Regional Development Organisation, 1995-1996.Secretary and Treasurer, Wollongong Youth Refuge Association, 1991-1995.Committee Member, Wollongong Youth Resource Centre, 1987-1991.Member, Community Youth Support Centre, 1984-1991.Former Member, Wollongong Skillshare Project Sponsorship Committee.Former Member, Illawarra AIDS Taskforce."
2010087,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Ms Pamella VERNON,Pamella,VERNON,Flinders,NSW,2529,Australia Day 2022 Honours List,G,,For service to social welfare.,"Alliance for Forgotten Australians (AFA)Vice President, since 2009.Advocate for other survivors, Dalmar Children's Home, NSW. Member of the Old Boys & Girls Guild since 1962.Advocated and Lobbied for the Royal Commission into Institutional Response to Child Sexual Abuses & National Apology.  Origins HARP (Healing and Recovery Project for Forgotten Australians)Director and Coordinator, Origins State Ward Representative, AFA.Appointed Alternative Non-Indigenous NSW Delegate, Stolen Generations Alliance, 2011. Advocated and Lobbied for the State and Federal Senate Inquiries and Apologies. Wattle Place NSW, Relationships AustraliaMember, Consumer Reference Group, current.   Older Persons Advocacy Network Speaker, Building Human Rights into Aged Care - Virtual Symposium, 2020. Speaker, Elder Abuse Symposium Brisbane 2019. Speaker, the Human Rights International Day for the Older Person Webcam 2020. Toastmasters International District 70District Governor, NSW and ACT 1994-1995. Awarded the International Presidents Select Distinguished District Governor, 1994/95.Member, Able Spirited CADRE Toastmasters Program Mentored, Chartered and Facilitated for Disabled Quadriplegics, Para-Quads - Cerebral Palsy - Headway Members.Volunteer, 1988 - 1999 - Toastmasters first ever Gaol Club. Young Offenders Program Y.O.P's Goulburn Correctional Centre. Conducted Communications and Leadership Speechcraft Programs in NSW Correction Centres. Totally Committed Toastmasters Program, Junee Gaol and Talk'n Emu Toastmasters Program, Womens' Corrective Services Emu Plains and The Challenge Toastmasters Program - Goulburn Main-Stream Adult Prison.Coordinator and Facilitator, NSW/ACT Toastmasters Youth Leadership Schools Programs 1988 - 2001.  The Glebe SocietyMember, current. CLAN Care Leavers Australasia Network Inc.Founding Member, Secretary and Events Coordinator, 2000.Advocate and Prime Mover NSW State and Federal Senate Enquiries, Reports and Apologies."
2010088,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Peter John WALSH,Peter John,WALSH,Quorrobolong,NSW,2325,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations and initiatives.,"Allambi CareStaff and Carer Support, 2014-2021.Chief Executive Officer, 2000-2014.Former Member, Management Committee.Founder and Principal Officer, 1981-2013. Charlestown Parish, St Mary Immaculate ChurchFormer Diocesan Coordinator.Former President, Parish Council.Pastoral Carer.Diocesan Work for Church ProgramsDiocesan Leader and Coordinator, Marriage Encounters Program, 1983-1991.Diocesan Leader, Coordinator and Member, Antioch Youth Program. 1986-1994.Kairos Prison Ministry AustraliaDirector of Programs within and across 2 prisons.Pastoral work within prisons."
2010089,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr John Cunningham WILSON,John Cunningham,WILSON,South Yarra,VIC,3141,Australia Day 2022 Honours List,G,,For service to social welfare organisations.,"The Brotherhood of St LaurenceBoard Member, 2003-2007.Executive Director (Interim), 2002-2003.Former Chair, Finance Committee.Former Member, Audit and Risk Management Committee.Former Member, Nominations Committee.Charter Member, since 2000. Community Welfare Chief Executive Officer (Caretaker), Sacred Heart Mission, 2003.Board Member, Mission to Seafarers, 2001-2002.Founding Chief Executive Officer, Anglicare Victoria, 1997-2000. Anglican Church of Australia, Archdiocese of MelbourneFormer Member, Provincial Council.Former Member, Board of Nominators.Former Member, Diocesan Stipends Committee.Former Member, Diocesan Synod.Warden, St Stephen's Anglican Church Richmond.Former Warden, St Martin's Anglican Church Hawksburn, South Yarra."
2010090,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mrs Simone Suzanne PATTERSON,Simone Suzanne,PATTERSON,Palm Beach,NSW,2108,Australia Day 2022 Honours List,G,,For service to the community through social welfare organisations.,"The Sanctuary Women, Children and Pets Refuge Founder and Chief Executive Officer, since 2016.  OtherMember, University of Queensland Judo Club, current. Awards and recognition include:Community Achiever of the Year, Tweed and Gold Coast Regions, Heart of Women Awards, 2018.Woman of the Year Award, Tweed and Gold Coast Regions, Heart of Women Awards, 2017.McPherson Community Achiever Award, 2017.Bronze Medal, Queensland International Judo Open, 2017."
2010091,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Michael Leon BRANNOCK,Michael Leon,BRANNOCK,Caringbah,NSW,2229,Australia Day 2022 Honours List,G,,For service to surf lifesaving.,"Sutherland to Surf Fun RunRace Director/Convenor, 1994-2019.Committee Member, since 1994. Wanda Surf Life Saving ClubLeadership roles include President, Deputy President, Club Captain, Members Services Director, and Boat Captain.Member, since 1962.Life Member, since 1982.Member, Judiciary Committee, 2014-2015. Surf Life Saving SydneyMember, current.Carnival Official, current. Awards and recognition include:Cronulla Senior of the Year, 2016.Centenary Medal, 2001.Australian Sports Medal, 2000."
2010092,01/26/2022 00:00:00 +00:00,Medal of the Order of Australia,OAM,OA,0,,Mr Mark Clifford COTTER,Mark Clifford,COTTER,Bronte,NSW,2024,Australia Day 2022 Honours List,G,,For service to surf lifesaving.,"North Bondi Surf Life Saving ClubPresident, 2014-2019.Vice-President, 1994-2014.Member, Management Board, since 1988.Head of Sponsorship, 1994-2014.Club Captain, 1993-1996.Club Vice-Captain, 1989-1993.Team Manager, World Lifesaving Championship, 1994.Life Member, 2004. Surf Life Saving Sydney BranchCouncil Member, 2014-2019. Awards and recognition include:Community Service Award, New South Wales Government, 2018.25-year Service Award, Surf Life Saving Australia, 2011.Club Member of the Year, North Bondi Surf Life Saving Club, 1992.Bronze Medallion, North Bondi Surf Life Saving Club, 1985.SLSA National Innovation of the year Award in 2020 for the Pilot ADF/Returned Service Bronze Medallion course."
